recipeId,itemName,category,isSellable,ingredientCount,totalCost,partial,foodCostOverride,missingLines,missingNames,lines
cmo72enph006j6ku91sb1vphf,The Triple Pack,Combos,true,5,5.496540186279433,false,,0,[],"[{""kind"":""component"",""name"":""Double Slider"",""qty"":3,""unit"":""serving"",""unitCost"":1.3759038612100913,""lineCost"":4.1277115836302745,""missing"":false},{""kind"":""component"",""name"":""Straight Cut Fries"",""qty"":1,""unit"":""serving"",""unitCost"":0.7380837037037037,""lineCost"":0.7380837037037037,""missing"":false},{""kind"":""component"",""name"":""Extra Chris N Eddy's Sauce"",""qty"":1,""unit"":""serving"",""unitCost"":0.6049444444,""lineCost"":0.6049444444,""missing"":false},{""kind"":""ingredient"",""name"":""chrsned bag plas tshirt logo ptsbchrisneddy"",""qty"":1,""unit"":""each"",""unitCost"":0.005865454545454545,""costUnit"":""each"",""lineCost"":0.005865454545454545,""missing"":false},{""kind"":""ingredient"",""name"":""napkin dispenser 2-ply 8.5 x 6.5 white"",""qty"":3,""unit"":""each"",""unitCost"":0.006645,""costUnit"":""each"",""lineCost"":0.019935,""missing"":false}]"
cmo73d4vi0002c2u9phd5q3iy,The Reverse Bun,Secret Menu,true,0,0,false,0,0,[],[]
cmo73d5860005c2u9y71gb4nq,Minute Maid (20 oz cup),Drinks,true,0,0.3,false,0.3,0,[],[]
cmo73d61j000cc2u9iwzfa68x,Mod: Make Halal,Modifier,false,0,0,false,0,0,[],[]
cmo73d65p000dc2u9mev9pvg0,Mod: No Salt,Modifier,false,0,0,false,0,0,[],[]
cmo73d69q000ec2u9uu2q2l3w,Mod: Light Onions,Modifier,false,0,0,false,0,0,[],[]
cmo73d6dv000fc2u9h50s4dxh,Mod: Reverse Bun,Modifier,false,0,0,false,0,0,[],[]
cmo73d6hu000gc2u9l7ha7xib,Mod: Loaded Plain (Cheese & Sauce Only),Modifier,false,0,-0.0701,false,-0.0701,0,[],[]
cmo73na0u0000m8u94248ygm3,Mod: Chris's Way (Sub Grilled Onions),Modifier,false,4,0.208920625,true,,1,"[""Mod: Add Tomato""]","[{""kind"":""component"",""name"":""Mod: Add Lettuce"",""qty"":1,""unit"":""serving"",""unitCost"":0.075,""lineCost"":0.075,""missing"":false},{""kind"":""component"",""name"":""Mod: Add Tomato"",""qty"":1,""unit"":""serving"",""unitCost"":0,""lineCost"":0,""missing"":true},{""kind"":""component"",""name"":""Mod: Add Grilled Onion"",""qty"":1,""unit"":""serving"",""unitCost"":0.0350925,""lineCost"":0.0350925,""missing"":false},{""kind"":""component"",""name"":""Mod: Add Sauce"",""qty"":1,""unit"":""serving"",""unitCost"":0.098828125,""lineCost"":0.098828125,""missing"":false}]"
cmo74fc8402e20fu9pptw2oaa,Value Combo,Combos,true,1,2.73808746385925,false,,0,[],"[{""kind"":""component"",""name"":""1 Slider Combo"",""qty"":1,""unit"":""serving"",""unitCost"":2.73808746385925,""lineCost"":2.73808746385925,""missing"":false}]"
cmob9lgwi037ljcu9wlm9i8i7,Extra Side of Chilies,A La Carte,true,1,0.229632,false,,0,[],"[{""kind"":""component"",""name"":""Side of Yellow Chilies"",""qty"":1,""unit"":""serving"",""unitCost"":0.229632,""lineCost"":0.229632,""missing"":false}]"
cmob9m1qt037qjcu9ko9hg9mh,Add Extra Cheese,A La Carte,true,1,0.240625,false,,0,[],"[{""kind"":""component"",""name"":""Add Cheese"",""qty"":1,""unit"":""serving"",""unitCost"":0.240625,""lineCost"":0.240625,""missing"":false}]"
cmohpw95g000004l4gxvu6eor,Extra Side of Pickles,A La Carte,true,1,0.036,false,,0,[],"[{""kind"":""ingredient"",""name"":""pickle chips sandwich cut 1/8\"""",""qty"":1,""unit"":""EA"",""unitCost"":0.036,""costUnit"":""each"",""lineCost"":0.036,""missing"":false}]"
